"id","city","class","review_count","categories"
"8702","Toronto",0,4,"Coffee or Sandwiches"
"8704","Toronto",1,39,"Latin"
"8706","Missisauga",0,7,"Asian"
"8708","Toronto",0,101,"Asian"
"8710","Toronto",0,29,"Latin"
"8712","Toronto",0,9,"Asian"
"8714","Toronto",0,20,"Fast Food"
"8716","Toronto",0,136,"Middle Eastern"
"8718","Toronto",1,4,"Coffee or Sandwiches"
"8720","Missisauga",0,97,"Asian"
"8722","Toronto",1,88,"North American"
"8724","Toronto",1,107,"Coffee or Sandwiches"
"8726","Toronto",1,29,"Middle Eastern"
"8728","Toronto",0,43,"Fast Food"
"8730","Toronto",1,4,"North American"
"8732","Toronto",0,4,"Pub"
"8734","Toronto",1,3,"North American"
"8736","Markham",0,6,"Other"
"8738","Missisauga",1,4,"Italian"
"8740","Toronto",0,4,"Asian"
"8742","Toronto",0,4,"Asian"
"8744","Missisauga",1,5,"Latin"
"8746","Toronto",0,91,"Coffee or Sandwiches"
"8748","Toronto",1,64,"Asian"
"8750","Toronto",0,368,"Pub"
"8752","Toronto",1,13,"Coffee or Sandwiches"
"8754","Toronto",1,23,"Middle Eastern"
"8756","Toronto",0,6,"Pub"
"8758","Toronto",0,14,"Middle Eastern"
"8760","Toronto",0,16,"Other"
"8762","Toronto",1,39,"Middle Eastern"
"8764","Toronto",1,12,"Fast Food"
"8766","Toronto",1,3,"Fast Food"
"8768","Markham",0,17,"Fast Food"
"8770","Toronto",1,125,"Asian"
"8772","Toronto",1,49,"Other"
"8774","Toronto",1,3,"Asian"
"8776","Missisauga",0,23,"Pub"
"8778","Markham",1,4,"Coffee or Sandwiches"
"8780","Toronto",1,3,"Middle Eastern"
"8782","Toronto",0,32,"Asian"
"8784","Toronto",0,3,"North American"
"8786","Toronto",1,6,"Other"
"8788","Toronto",1,4,"Asian"
"8790","Toronto",0,10,"Middle Eastern"
"8792","Missisauga",0,4,"North American"
"8794","Missisauga",0,93,"Asian"
"8796","Toronto",0,18,"Fast Food"
"8798","Missisauga",1,39,"Asian"
"8800","Toronto",1,15,"Middle Eastern"
"8802","Toronto",0,172,"Asian"
"8804","Toronto",0,11,"Asian"
"8806","Toronto",0,5,"Asian"
"8808","Missisauga",0,45,"Coffee or Sandwiches"
"8810","Toronto",1,121,"North American"
"8812","Missisauga",0,11,"Other"
"8814","Toronto",0,159,"Coffee or Sandwiches"
"8816","Toronto",0,33,"Pub"
"8818","Toronto",0,28,"Asian"
"8820","Toronto",0,3,"Middle Eastern"
"8822","Missisauga",0,29,"Latin"
"8824","Markham",0,64,"Middle Eastern"
"8826","Markham",0,6,"Pub"
"8828","Missisauga",0,7,"Coffee or Sandwiches"
"8830","Toronto",0,3,"Asian"
"8832","Toronto",1,7,"Fast Food"
"8834","Missisauga",0,18,"North American"
"8836","Toronto",0,135,"Asian"
"8838","Toronto",1,419,"North American"
"8840","Toronto",0,15,"Pub"
"8842","Toronto",1,26,"Asian"
"8844","Missisauga",0,10,"Latin"
"8846","Missisauga",0,13,"Fast Food"
"8848","Toronto",1,25,"Middle Eastern"
"8850","Toronto",0,37,"Pub"
"8852","Toronto",1,27,"Pub"
"8854","Toronto",0,117,"Italian"
"8856","Toronto",0,10,"North American"
"8858","Toronto",1,43,"Fast Food"
"8860","Toronto",0,4,"Middle Eastern"
"8862","Toronto",0,3,"Fast Food"
"8864","Toronto",0,22,"Fast Food"
"8866","Toronto",0,21,"Asian"
"8868","Missisauga",0,57,"Pub"
"8870","Toronto",1,16,"Fast Food"
"8872","Toronto",0,9,"Asian"
"8874","Toronto",0,13,"Middle Eastern"
"8876","Missisauga",0,3,"Pub"
"8878","Toronto",1,6,"Fast Food"
"8880","Missisauga",0,14,"Middle Eastern"
"8882","Toronto",0,3,"Italian"
"8884","Toronto",0,3,"Fast Food"
"8886","Toronto",0,310,"Pub"
"8888","Missisauga",0,45,"Asian"
"8890","Toronto",0,31,"Italian"
"8892","Toronto",1,339,"Middle Eastern"
"8894","Toronto",0,3,"Pub"
"8896","Missisauga",0,3,"Coffee or Sandwiches"
"8898","Toronto",0,12,"Fast Food"
"8900","Toronto",0,23,"Asian"
"8902","Toronto",1,8,"Pub"
"8904","Toronto",0,3,"Middle Eastern"
"8906","Missisauga",0,36,"Pub"
"8908","Toronto",1,3,"Asian"
"8910","Missisauga",0,5,"Middle Eastern"
"8912","Toronto",0,5,"Fast Food"
"8914","Markham",0,12,"Coffee or Sandwiches"
"8916","Missisauga",0,5,"Coffee or Sandwiches"
"8918","Toronto",1,9,"Middle Eastern"
"8920","Toronto",1,19,"Pub"
"8922","Toronto",1,74,"Pub"
"8924","Markham",0,475,"Asian"
"8926","Missisauga",0,20,"Middle Eastern"
"8928","Toronto",0,30,"Asian"
"8930","Missisauga",0,4,"Fast Food"
"8932","Toronto",1,16,"Coffee or Sandwiches"
"8934","Toronto",1,42,"North American"
"8936","Toronto",0,51,"Asian"
"8938","Toronto",0,119,"Asian"
"8940","Missisauga",0,5,"Middle Eastern"
"8942","Markham",0,65,"Other"
"8944","Toronto",1,39,"North American"
"8946","Toronto",1,15,"Coffee or Sandwiches"
"8948","Missisauga",0,40,"Asian"
"8950","Toronto",0,5,"Coffee or Sandwiches"
"8952","Missisauga",1,12,"North American"
"8954","Toronto",0,18,"North American"
"8956","Toronto",0,5,"Latin"
"8958","Markham",0,14,"Asian"
"8960","Missisauga",0,5,"Middle Eastern"
"8962","Toronto",1,143,"North American"
"8964","Toronto",0,48,"Asian"
"8966","Toronto",0,5,"Fast Food"
"8968","Toronto",1,18,"Fast Food"
"8970","Missisauga",0,109,"Asian"
"8972","Toronto",0,19,"Asian"
"8974","Toronto",0,10,"Asian"
"8976","Markham",1,4,"Asian"
"8978","Toronto",1,92,"Asian"
"8980","Markham",1,11,"Fast Food"
"8982","Toronto",0,34,"Coffee or Sandwiches"
"8984","Toronto",0,10,"Fast Food"
"8986","Toronto",0,34,"Asian"
"8988","Toronto",0,26,"Fast Food"
"8990","Toronto",0,24,"Latin"
"8992","Toronto",1,8,"Coffee or Sandwiches"
"8994","Toronto",1,105,"Other"
"8996","Missisauga",0,3,"Fast Food"
"8998","Toronto",0,50,"Asian"
"9000","Toronto",1,5,"Coffee or Sandwiches"
"9002","Toronto",1,136,"Coffee or Sandwiches"
"9004","Toronto",0,27,"Latin"
"9006","Toronto",0,56,"Middle Eastern"
"9008","Toronto",1,15,"Other"
"9010","Toronto",1,8,"Asian"
"9012","Missisauga",0,3,"Fast Food"
"9014","Markham",0,10,"Asian"
"9016","Toronto",0,6,"Fast Food"
"9018","Toronto",0,4,"Coffee or Sandwiches"
"9020","Toronto",1,4,"Asian"
"9022","Toronto",0,5,"Middle Eastern"
"9024","Markham",0,23,"Fast Food"
"9026","Toronto",1,21,"Coffee or Sandwiches"
"9028","Toronto",0,49,"Latin"
"9030","Missisauga",1,5,"Fast Food"
"9032","Toronto",1,10,"Coffee or Sandwiches"
"9034","Toronto",1,6,"North American"
"9036","Toronto",0,197,"Asian"
"9038","Toronto",0,8,"Latin"
"9040","Missisauga",1,5,"Other"
"9042","Markham",0,24,"Asian"
"9044","Missisauga",1,6,"Latin"
"9046","Toronto",0,19,"Asian"
"9048","Toronto",1,7,"Middle Eastern"
"9050","Toronto",0,132,"Middle Eastern"
"9052","Markham",0,121,"Asian"
"9054","Toronto",0,17,"Latin"
"9056","Toronto",0,105,"Fast Food"
"9058","Missisauga",0,4,"North American"
"9060","Toronto",0,469,"Italian"
"9062","Missisauga",0,18,"Fast Food"
"9064","Toronto",1,9,"Asian"
"9066","Toronto",1,8,"Coffee or Sandwiches"
"9068","Toronto",0,6,"Fast Food"
"9070","Toronto",0,5,"Asian"
"9072","Toronto",0,19,"Middle Eastern"
"9074","Toronto",0,14,"Fast Food"
"9076","Toronto",1,153,"Other"
"9078","Toronto",1,12,"Middle Eastern"
"9080","Toronto",0,33,"North American"
"9082","Toronto",0,31,"Fast Food"
"9084","Toronto",0,70,"Asian"
"9086","Toronto",0,61,"Asian"
"9088","Toronto",1,95,"North American"
"9090","Toronto",0,149,"Coffee or Sandwiches"
"9092","Toronto",1,11,"Other"
"9094","Toronto",0,123,"Middle Eastern"
"9096","Toronto",1,6,"Other"
"9098","Toronto",1,3,"Asian"
"9100","Toronto",1,236,"Asian"
"9102","Toronto",0,3,"Fast Food"
"9104","Toronto",0,27,"Fast Food"
"9106","Missisauga",1,4,"Middle Eastern"
"9108","Toronto",0,9,"Asian"
"9110","Missisauga",1,10,"Asian"
"9112","Toronto",1,30,"Coffee or Sandwiches"
"9114","Toronto",0,4,"Fast Food"
"9116","Toronto",1,5,"Pub"
"9118","Toronto",1,145,"Latin"
"9120","Toronto",0,7,"Fast Food"
"9122","Toronto",0,4,"Fast Food"
"9124","Toronto",1,3,"Coffee or Sandwiches"
"9126","Toronto",0,5,"North American"
"9128","Markham",0,5,"Middle Eastern"
"9130","Toronto",0,35,"Middle Eastern"
"9132","Toronto",0,7,"Coffee or Sandwiches"
"9134","Toronto",0,6,"North American"
"9136","Toronto",0,44,"Asian"
"9138","Toronto",0,20,"Fast Food"
"9140","Toronto",0,4,"Italian"
"9142","Toronto",0,7,"North American"
"9144","Toronto",0,28,"Pub"
"9146","Markham",0,5,"Pub"
"9148","Toronto",1,68,"Asian"
"9150","Toronto",1,7,"Fast Food"
"9152","Toronto",0,5,"Pub"
"9154","Missisauga",0,7,"Middle Eastern"
"9156","Toronto",1,11,"Pub"
"9158","Toronto",0,24,"Fast Food"
"9160","Toronto",0,5,"Coffee or Sandwiches"
"9162","Toronto",0,54,"Coffee or Sandwiches"
"9164","Toronto",0,8,"Other"
"9166","Toronto",0,14,"North American"
"9168","Toronto",1,4,"Asian"
"9170","Toronto",0,47,"Coffee or Sandwiches"
"9172","Toronto",1,35,"Italian"
"9174","Toronto",0,4,"Coffee or Sandwiches"
"9176","Toronto",0,5,"Italian"
"9178","Toronto",0,14,"Other"
"9180","Toronto",1,67,"Asian"
"9182","Markham",0,7,"Asian"
"9184","Toronto",0,3,"Other"
"9186","Toronto",0,47,"Fast Food"
"9188","Toronto",0,17,"Fast Food"
"9190","Missisauga",0,51,"Pub"
"9192","Toronto",0,3,"Other"
"9194","Toronto",0,5,"Fast Food"
"9196","Toronto",0,18,"Asian"
"9198","Toronto",0,6,"Asian"
"9200","Toronto",0,5,"Asian"
"9202","Toronto",1,5,"North American"
"9204","Toronto",1,35,"Fast Food"
"9206","Toronto",1,13,"Coffee or Sandwiches"
"9208","Toronto",1,10,"Fast Food"
"9210","Toronto",1,12,"North American"
"9212","Toronto",0,3,"Asian"
"9214","Toronto",1,3,"Fast Food"
"9216","Toronto",1,215,"Asian"
"9218","Toronto",0,12,"Coffee or Sandwiches"
"9220","Toronto",0,3,"Other"
"9222","Toronto",0,30,"Middle Eastern"
"9224","Toronto",0,47,"Fast Food"
"9226","Toronto",0,3,"Coffee or Sandwiches"
"9228","Toronto",0,8,"Coffee or Sandwiches"
"9230","Toronto",0,6,"Coffee or Sandwiches"
"9232","Toronto",0,18,"Fast Food"
"9234","Toronto",0,55,"Latin"
"9236","Toronto",0,30,"Fast Food"
"9238","Toronto",0,50,"Pub"
"9240","Toronto",0,43,"Pub"
"9242","Toronto",0,19,"Latin"
"9244","Toronto",0,7,"Middle Eastern"
"9246","Toronto",0,8,"Other"
"9248","Markham",0,15,"Asian"
"9250","Toronto",0,18,"North American"
"9252","Missisauga",0,5,"Pub"
"9254","Toronto",0,33,"Asian"
"9256","Toronto",1,10,"North American"
"9258","Toronto",1,238,"North American"
"9260","Missisauga",0,3,"Asian"
"9262","Toronto",1,88,"Coffee or Sandwiches"
"9264","Toronto",0,49,"Fast Food"
"9266","Toronto",0,6,"Fast Food"
"9268","Toronto",0,5,"Asian"
"9270","Toronto",0,9,"Fast Food"
"9272","Missisauga",0,8,"Middle Eastern"
"9274","Missisauga",0,36,"Asian"
"9276","Toronto",1,39,"Fast Food"
"9278","Toronto",1,14,"Middle Eastern"
"9280","Toronto",0,3,"Fast Food"
"9282","Toronto",0,12,"Asian"
"9284","Toronto",0,5,"North American"
"9286","Missisauga",0,17,"Fast Food"
"9288","Toronto",1,38,"Coffee or Sandwiches"
"9290","Toronto",0,82,"Coffee or Sandwiches"
"9292","Toronto",0,3,"Coffee or Sandwiches"
"9294","Toronto",0,13,"Latin"
"9296","Toronto",0,4,"Middle Eastern"
"9298","Toronto",1,4,"Other"
"9300","Toronto",1,9,"Italian"
"9302","Toronto",1,7,"Fast Food"
"9304","Toronto",0,16,"Latin"
"9306","Toronto",0,4,"Asian"
"9308","Toronto",0,60,"Coffee or Sandwiches"
"9310","Toronto",0,5,"Asian"
"9312","Toronto",0,11,"Italian"
"9314","Toronto",0,3,"Fast Food"
"9316","Toronto",1,35,"North American"
"9318","Toronto",1,57,"Asian"
"9320","Toronto",1,67,"North American"
"9322","Missisauga",0,27,"Italian"
"9324","Toronto",0,9,"Coffee or Sandwiches"
"9326","Markham",1,109,"Asian"
"9328","Toronto",1,25,"Latin"
"9330","Toronto",0,72,"Pub"
"9332","Toronto",0,3,"Pub"
"9334","Toronto",1,58,"Fast Food"
"9336","Toronto",0,17,"Other"
"9338","Markham",0,20,"Asian"
"9340","Toronto",0,6,"Asian"
"9342","Missisauga",0,19,"Middle Eastern"
"9344","Toronto",1,5,"Middle Eastern"
"9346","Toronto",1,20,"Coffee or Sandwiches"
"9348","Missisauga",1,5,"Middle Eastern"
"9350","Missisauga",0,131,"North American"
"9352","Toronto",0,7,"Latin"
"9354","Toronto",0,59,"Middle Eastern"
"9356","Toronto",1,623,"North American"
"9358","Toronto",1,7,"Asian"
"9360","Markham",1,7,"North American"
"9362","Toronto",0,30,"Other"
"9364","Missisauga",0,7,"Asian"
"9366","Markham",1,8,"Fast Food"
"9368","Toronto",0,110,"Italian"
"9370","Toronto",0,4,"Fast Food"
"9372","Toronto",1,5,"Asian"
"9374","Toronto",0,43,"Coffee or Sandwiches"
"9376","Toronto",0,134,"Asian"
"9378","Missisauga",1,17,"Other"
"9380","Toronto",0,83,"Asian"
"9382","Toronto",1,4,"Coffee or Sandwiches"
"9384","Toronto",0,10,"North American"
"9386","Markham",1,59,"Asian"
"9388","Missisauga",0,5,"Asian"
"9390","Toronto",1,24,"Asian"
"9392","Toronto",1,122,"Fast Food"
"9394","Toronto",0,17,"Latin"
"9396","Toronto",1,10,"Middle Eastern"
"9398","Toronto",0,66,"Asian"
"9400","Toronto",1,5,"Fast Food"
"9402","Toronto",0,14,"Fast Food"
"9404","Missisauga",0,6,"Asian"
"9406","Toronto",0,4,"Middle Eastern"
"9408","Toronto",1,22,"Asian"
"9410","Toronto",1,9,"Middle Eastern"
"9412","Toronto",0,5,"Italian"
"9414","Toronto",1,16,"Coffee or Sandwiches"
"9416","Toronto",0,6,"Pub"
"9418","Markham",0,6,"Fast Food"
"9420","Toronto",0,17,"Latin"
"9422","Toronto",0,3,"Pub"
"9424","Toronto",1,58,"Fast Food"
"9426","Toronto",1,4,"Middle Eastern"
"9428","Toronto",1,40,"Fast Food"
"9430","Missisauga",0,3,"Pub"
"9432","Toronto",1,4,"Other"
"9434","Toronto",1,102,"Coffee or Sandwiches"
"9436","Toronto",1,25,"Pub"
"9438","Toronto",0,404,"Middle Eastern"
"9440","Toronto",1,35,"Latin"
"9442","Toronto",0,137,"Fast Food"
"9444","Toronto",0,5,"Asian"
"9446","Toronto",0,9,"Asian"
"9448","Markham",0,73,"Asian"
"9450","Markham",1,3,"Middle Eastern"
"9452","Toronto",0,3,"Middle Eastern"
"9454","Markham",1,30,"Asian"
"9456","Markham",0,41,"Asian"
"9458","Toronto",0,6,"Coffee or Sandwiches"
"9460","Missisauga",0,12,"Other"
"9462","Toronto",1,44,"Middle Eastern"
"9464","Toronto",0,65,"Asian"
"9466","Toronto",0,13,"Middle Eastern"
"9468","Missisauga",0,22,"Other"
"9470","Toronto",0,17,"Middle Eastern"
"9472","Toronto",0,48,"Middle Eastern"
"9474","Toronto",1,73,"Asian"
"9476","Toronto",0,9,"Other"
"9478","Missisauga",1,3,"Italian"
"9480","Toronto",0,6,"Pub"
"9482","Toronto",1,5,"Middle Eastern"
"9484","Toronto",1,14,"Other"
"9486","Toronto",0,15,"Middle Eastern"
"9488","Toronto",1,18,"Fast Food"
"9490","Toronto",0,5,"Fast Food"
"9492","Toronto",0,325,"Middle Eastern"
"9494","Toronto",0,34,"North American"
"9496","Toronto",1,21,"Middle Eastern"
"9498","Toronto",1,24,"Pub"
"9500","Toronto",0,12,"Italian"
"9502","Toronto",1,6,"Other"
"9504","Toronto",0,4,"Pub"
"9506","Missisauga",0,3,"Fast Food"
"9508","Toronto",0,6,"Fast Food"
"9510","Toronto",0,5,"Coffee or Sandwiches"
"9512","Markham",0,7,"Other"
"9514","Toronto",0,85,"Asian"
"9516","Markham",0,26,"North American"
"9518","Missisauga",1,3,"Asian"
"9520","Missisauga",0,34,"Coffee or Sandwiches"
"9522","Toronto",1,15,"Coffee or Sandwiches"
"9524","Toronto",0,3,"Coffee or Sandwiches"
"9526","Toronto",0,23,"Fast Food"
"9528","Toronto",0,25,"Pub"
"9530","Toronto",1,3,"Coffee or Sandwiches"
"9532","Toronto",1,21,"Coffee or Sandwiches"
"9534","Toronto",0,68,"Fast Food"
"9536","Toronto",0,6,"North American"
"9538","Missisauga",0,6,"Latin"
"9540","Toronto",0,8,"Fast Food"
"9542","Toronto",0,171,"Asian"
"9544","Toronto",0,6,"Coffee or Sandwiches"
"9546","Toronto",0,137,"Asian"
"9548","Toronto",0,47,"Pub"
"9550","Markham",0,113,"Asian"
"9552","Missisauga",0,3,"Asian"
"9554","Toronto",0,5,"Asian"
"9556","Toronto",1,56,"Asian"
"9558","Toronto",0,13,"Asian"
"9560","Toronto",1,46,"Asian"
"9562","Toronto",1,3,"North American"
"9564","Toronto",1,171,"Middle Eastern"
"9566","Missisauga",1,30,"Other"
"9568","Missisauga",0,7,"Asian"
"9570","Toronto",0,104,"North American"
"9572","Markham",0,33,"Pub"
"9574","Missisauga",0,7,"Other"
"9576","Toronto",1,4,"Fast Food"
"9578","Toronto",0,5,"Asian"
"9580","Toronto",0,45,"Middle Eastern"
"9582","Missisauga",0,3,"Fast Food"
"9584","Toronto",1,11,"Coffee or Sandwiches"
"9586","Toronto",1,7,"Middle Eastern"
"9588","Toronto",0,5,"Fast Food"
"9590","Toronto",0,3,"Latin"
"9592","Toronto",0,5,"Middle Eastern"
"9594","Toronto",0,20,"Coffee or Sandwiches"
"9596","Toronto",1,5,"Other"
"9598","Toronto",0,187,"Fast Food"
"9600","Missisauga",0,42,"Fast Food"
"9602","Toronto",0,7,"Coffee or Sandwiches"
"9604","Toronto",0,4,"North American"
"9606","Markham",0,33,"Asian"
"9608","Toronto",0,188,"Middle Eastern"
"9610","Toronto",1,51,"Coffee or Sandwiches"
"9612","Toronto",0,3,"Other"
"9614","Markham",1,18,"Fast Food"
"9616","Missisauga",1,102,"Fast Food"
"9618","Toronto",1,3,"Pub"
"9620","Toronto",0,3,"Other"
"9622","Missisauga",0,9,"Middle Eastern"
"9624","Toronto",0,73,"Asian"
"9626","Toronto",0,48,"Other"
"9628","Toronto",0,97,"Coffee or Sandwiches"
"9630","Toronto",0,3,"Latin"
"9632","Toronto",1,3,"Asian"
"9634","Toronto",0,22,"Asian"
"9636","Toronto",0,122,"Pub"
"9638","Toronto",1,4,"North American"
"9640","Toronto",0,38,"North American"
"9642","Toronto",0,46,"Asian"
"9644","Toronto",0,16,"Latin"
"9646","Toronto",1,33,"Middle Eastern"
"9648","Missisauga",1,4,"Asian"
"9650","Toronto",1,4,"Fast Food"
"9652","Markham",0,12,"Asian"
"9654","Toronto",0,30,"Middle Eastern"
"9656","Toronto",0,48,"Asian"
"9658","Toronto",1,54,"Asian"
"9660","Toronto",1,3,"Pub"
"9662","Toronto",0,10,"Latin"
"9664","Toronto",1,7,"Asian"
"9666","Markham",0,23,"Fast Food"
"9668","Toronto",0,116,"North American"
"9670","Markham",1,5,"Coffee or Sandwiches"
"9672","Markham",1,8,"Other"
"9674","Toronto",0,24,"Pub"
"9676","Toronto",0,265,"Coffee or Sandwiches"
"9678","Toronto",1,80,"Middle Eastern"
"9680","Toronto",1,26,"Middle Eastern"
"9682","Toronto",0,5,"Middle Eastern"
"9684","Toronto",0,84,"Middle Eastern"
"9686","Toronto",0,3,"Fast Food"
"9688","Toronto",0,4,"Asian"
"9690","Toronto",0,27,"Latin"
"9692","Toronto",0,10,"North American"
"9694","Toronto",1,96,"Asian"
"9696","Toronto",0,21,"Middle Eastern"
"9698","Toronto",1,24,"Asian"
"9700","Toronto",0,52,"Asian"
"9702","Toronto",1,27,"Coffee or Sandwiches"
"9704","Toronto",1,11,"Other"
"9706","Toronto",1,21,"Coffee or Sandwiches"
"9708","Toronto",0,39,"Middle Eastern"
"9710","Toronto",1,6,"Coffee or Sandwiches"
"9712","Markham",0,4,"Asian"
"9714","Missisauga",0,42,"Asian"
"9716","Toronto",0,32,"Coffee or Sandwiches"
"9718","Toronto",0,48,"Latin"
"9720","Markham",0,11,"Asian"
"9722","Toronto",1,96,"Coffee or Sandwiches"
"9724","Toronto",0,4,"Fast Food"
"9726","Toronto",0,9,"North American"
"9728","Markham",1,14,"Asian"
"9730","Toronto",0,113,"Asian"
"9732","Toronto",1,92,"Asian"
"9734","Toronto",1,54,"Middle Eastern"
"9736","Toronto",1,91,"Asian"
"9738","Toronto",0,21,"Coffee or Sandwiches"
"9740","Toronto",1,3,"Other"
"9742","Toronto",1,12,"Italian"
"9744","Toronto",0,4,"Fast Food"
"9746","Toronto",0,30,"Asian"
"9748","Toronto",0,205,"Fast Food"
"9750","Toronto",0,57,"Other"
"9752","Toronto",0,15,"Asian"
"9754","Missisauga",0,47,"Asian"
"9756","Toronto",0,135,"Fast Food"
"9758","Markham",0,70,"Asian"
"9760","Toronto",1,5,"Pub"
"9762","Missisauga",0,12,"Other"
"9764","Toronto",0,6,"Asian"
"9766","Toronto",1,106,"Fast Food"
"9768","Markham",0,80,"Middle Eastern"
"9770","Toronto",0,3,"Other"
"9772","Missisauga",1,13,"Middle Eastern"
"9774","Missisauga",0,9,"North American"
"9776","Toronto",0,3,"Fast Food"
"9778","Missisauga",0,67,"Pub"
"9780","Toronto",1,70,"Coffee or Sandwiches"
"9782","Toronto",1,20,"Pub"
"9784","Toronto",0,58,"Asian"
"9786","Toronto",1,5,"Middle Eastern"
"9788","Toronto",1,10,"Fast Food"
"9790","Markham",0,11,"Pub"
"9792","Toronto",0,5,"Coffee or Sandwiches"
"9794","Toronto",0,39,"Fast Food"
"9796","Toronto",0,7,"Asian"
"9798","Markham",0,17,"Middle Eastern"
"9800","Missisauga",1,111,"Other"
"9802","Markham",0,118,"Asian"
"9804","Toronto",0,5,"Fast Food"
"9806","Missisauga",0,23,"Latin"
"9808","Toronto",1,133,"Coffee or Sandwiches"
"9810","Missisauga",0,45,"Asian"
"9812","Toronto",0,3,"Fast Food"
"9814","Markham",0,3,"Middle Eastern"
"9816","Missisauga",0,36,"Coffee or Sandwiches"
"9818","Toronto",1,58,"Asian"
"9820","Toronto",1,28,"Other"
"9822","Toronto",0,5,"Pub"
"9824","Missisauga",1,34,"Asian"
"9826","Toronto",0,4,"Asian"
"9828","Toronto",0,15,"Coffee or Sandwiches"
"9830","Toronto",1,16,"Middle Eastern"
"9832","Toronto",1,12,"Pub"
"9834","Toronto",1,49,"Fast Food"
"9836","Missisauga",0,11,"Asian"
"9838","Markham",0,56,"Asian"
"9840","Toronto",1,27,"Coffee or Sandwiches"
"9842","Missisauga",0,21,"North American"
"9844","Toronto",0,8,"Middle Eastern"
"9846","Toronto",0,4,"Fast Food"
"9848","Toronto",0,41,"Asian"
"9850","Toronto",0,3,"North American"
"9852","Toronto",1,25,"Coffee or Sandwiches"
"9854","Toronto",0,57,"North American"
"9856","Toronto",0,40,"Coffee or Sandwiches"
"9858","Toronto",0,53,"North American"
"9860","Missisauga",1,19,"Latin"
"9862","Missisauga",0,5,"Fast Food"
"9864","Toronto",0,28,"Other"
"9866","Toronto",0,16,"Italian"
"9868","Toronto",1,3,"Asian"
"9870","Missisauga",0,3,"Middle Eastern"
"9872","Missisauga",0,54,"Asian"
"9874","Missisauga",1,10,"Other"
"9876","Missisauga",0,4,"Fast Food"
"9878","Toronto",0,31,"Middle Eastern"
"9880","Missisauga",0,3,"Latin"
"9882","Toronto",0,18,"Fast Food"
"9884","Toronto",0,88,"Italian"
"9886","Toronto",0,6,"Latin"
"9888","Toronto",1,88,"Asian"
"9890","Toronto",0,7,"Middle Eastern"
"9892","Toronto",0,48,"Coffee or Sandwiches"
"9894","Toronto",1,78,"Fast Food"
"9896","Toronto",0,18,"North American"
"9898","Toronto",1,10,"Fast Food"
"9900","Toronto",1,50,"Other"
"9902","Markham",0,5,"Other"
"9904","Toronto",0,8,"Latin"
"9906","Toronto",1,4,"North American"
"9908","Toronto",1,39,"Pub"
"9910","Missisauga",0,22,"Asian"
"9912","Markham",0,10,"Pub"
"9914","Toronto",0,69,"Latin"
"9916","Missisauga",0,57,"Asian"
"9918","Toronto",0,27,"Asian"
"9920","Toronto",0,4,"Middle Eastern"
"9922","Missisauga",0,7,"Fast Food"
"9924","Missisauga",1,7,"Middle Eastern"
"9926","Toronto",0,5,"Asian"
"9928","Toronto",1,32,"Middle Eastern"
"9930","Toronto",1,74,"Middle Eastern"
"9932","Toronto",1,43,"Other"
"9934","Toronto",0,56,"Asian"
"9936","Toronto",1,3,"Asian"
"9938","Toronto",1,11,"Pub"
"9940","Missisauga",0,5,"Asian"
"9942","Toronto",1,10,"North American"
"9944","Toronto",1,22,"Other"
"9946","Toronto",0,43,"North American"
"9948","Markham",0,22,"North American"
"9950","Toronto",0,12,"North American"
"9952","Toronto",0,4,"Fast Food"
"9954","Toronto",1,18,"North American"
"9956","Toronto",0,6,"Asian"
"9958","Toronto",1,6,"North American"
"9960","Missisauga",0,15,"Middle Eastern"
"9962","Toronto",1,4,"North American"
"9964","Toronto",1,57,"North American"
"9966","Toronto",0,18,"Pub"
"9968","Toronto",0,9,"Asian"
"9970","Toronto",1,16,"Coffee or Sandwiches"
"9972","Markham",0,20,"Asian"
"9974","Toronto",1,75,"Latin"
"9976","Toronto",0,19,"Middle Eastern"
"9978","Toronto",0,40,"Pub"
"9980","Missisauga",0,22,"Coffee or Sandwiches"
"9982","Toronto",1,138,"Fast Food"
"9984","Toronto",0,49,"Pub"
"9986","Toronto",1,443,"Other"
"9988","Markham",0,19,"Asian"
"9990","Toronto",0,46,"North American"
"9992","Toronto",0,20,"North American"
"9994","Toronto",0,54,"Asian"
"9996","Toronto",0,12,"Coffee or Sandwiches"
"9998","Missisauga",1,50,"Other"
"10000","Toronto",0,85,"Asian"
"10002","Toronto",0,13,"Middle Eastern"
"10004","Toronto",0,10,"Fast Food"
"10006","Toronto",0,4,"Other"
"10008","Toronto",0,5,"Fast Food"
"10010","Missisauga",1,6,"Italian"
"10012","Markham",0,3,"Fast Food"
"10014","Toronto",0,6,"North American"
"10016","Missisauga",1,18,"Middle Eastern"
"10018","Markham",0,37,"Asian"
"10020","Toronto",1,280,"North American"
"10022","Missisauga",0,5,"Middle Eastern"
"10024","Markham",0,139,"Asian"
"10026","Toronto",0,7,"Middle Eastern"
"10028","Toronto",0,9,"Other"
"10030","Toronto",0,4,"Pub"
"10032","Toronto",0,21,"Italian"
"10034","Toronto",0,6,"Fast Food"
"10036","Toronto",0,6,"Fast Food"
"10038","Toronto",0,5,"Pub"
"10040","Toronto",1,33,"Coffee or Sandwiches"
"10042","Toronto",0,27,"North American"
"10044","Markham",1,342,"Asian"
"10046","Missisauga",0,13,"North American"
"10048","Toronto",1,5,"Coffee or Sandwiches"
