"","X","price","speed","hd","ram","screen","cd","multi","premium","ads","trend"
"3386",3386,1995,100,107,2,14,"no","no","yes",307,16
"3387",3387,2949,100,527,16,15,"yes","no","yes",307,16
"3388",3388,1494,25,107,2,14,"yes","yes","yes",307,16
"3389",3389,2490,75,426,8,14,"yes","no","yes",307,16
"3390",3390,1894,50,420,4,15,"yes","no","yes",307,16
"3391",3391,2495,50,528,16,14,"yes","no","yes",307,16
"3392",3392,2149,66,212,4,14,"no","no","no",307,16
"3393",3393,2244,50,426,8,14,"yes","no","yes",307,16
"3394",3394,3229,66,527,8,14,"no","no","no",307,16
"3395",3395,2490,33,528,16,15,"yes","no","yes",307,16
"3396",3396,2425,100,425,8,15,"yes","no","yes",307,16
"3397",3397,1890,25,426,8,14,"yes","no","yes",307,16
"3398",3398,2044,25,426,8,14,"yes","no","yes",307,16
"3399",3399,2290,25,528,16,14,"yes","no","yes",307,16
"3400",3400,1790,50,214,4,15,"no","no","yes",307,16
"3401",3401,3397,66,450,16,15,"yes","yes","yes",307,16
"3402",3402,2595,66,528,16,14,"yes","no","yes",307,16
"3403",3403,2259,50,340,4,14,"no","no","no",307,16
"3404",3404,2075,66,425,8,15,"yes","no","yes",307,16
"3405",3405,1195,25,107,2,14,"no","no","yes",339,17
"3406",3406,2999,100,527,16,15,"yes","no","yes",339,17
"3407",3407,1795,25,426,8,14,"yes","no","yes",339,17
"3408",3408,1599,33,210,4,14,"yes","no","yes",339,17
"3409",3409,1644,25,214,4,14,"no","no","yes",339,17
"3410",3410,1639,33,120,4,14,"no","no","no",339,17
"3411",3411,2690,100,426,8,14,"yes","no","yes",339,17
"3412",3412,1644,50,107,2,14,"no","no","yes",339,17
"3413",3413,2694,75,426,8,14,"yes","yes","yes",339,17
"3414",3414,1690,66,107,2,15,"no","no","yes",339,17
"3415",3415,1465,66,210,4,14,"no","no","yes",339,17
"3416",3416,1790,50,214,4,14,"no","no","yes",339,17
"3417",3417,3129,66,527,8,14,"no","no","no",339,17
"3418",3418,1690,33,340,4,14,"yes","yes","yes",339,17
"3419",3419,2195,25,528,16,14,"yes","no","yes",339,17
"3420",3420,2344,66,426,8,14,"yes","no","yes",339,17
"3421",3421,1999,33,420,8,14,"yes","no","yes",339,17
"3422",3422,1995,33,340,8,15,"yes","no","yes",339,17
"3423",3423,2299,100,452,8,15,"yes","no","yes",339,17
"3424",3424,3244,100,528,16,14,"yes","no","yes",339,17
"3425",3425,2249,100,420,8,14,"yes","no","yes",339,17
"3426",3426,1995,33,540,8,14,"yes","no","yes",339,17
"3427",3427,2499,66,340,4,14,"no","no","no",339,17
"3428",3428,2625,66,530,8,17,"yes","no","yes",339,17
"3429",3429,2095,50,426,8,14,"yes","no","yes",339,17
"3430",3430,1795,75,107,2,14,"no","no","yes",339,17
"3431",3431,1799,66,212,4,14,"no","no","yes",339,17
"3432",3432,1844,66,107,2,14,"no","no","yes",339,17
"3433",3433,2365,66,540,8,15,"yes","no","yes",339,17
"3434",3434,1689,25,212,4,14,"no","no","no",339,17
"3435",3435,1995,66,340,8,14,"yes","yes","yes",339,17
"3436",3436,2044,75,107,2,14,"no","no","yes",339,17
"3437",3437,1999,33,212,4,15,"no","no","no",339,17
"3438",3438,1795,66,340,8,14,"no","no","yes",339,17
"3439",3439,2394,50,426,8,14,"yes","yes","yes",339,17
"3440",3440,1295,33,340,4,14,"no","no","yes",339,17
"3441",3441,2609,33,212,4,17,"no","no","no",339,17
"3442",3442,1944,66,214,4,14,"no","no","yes",339,17
"3443",3443,1890,25,426,8,15,"yes","no","yes",339,17
"3444",3444,2469,33,340,4,15,"no","no","no",339,17
"3445",3445,2144,75,214,4,14,"no","no","yes",339,17
"3446",3446,1495,50,107,2,14,"no","no","yes",339,17
"3447",3447,1644,33,107,2,14,"no","no","yes",339,17
"3448",3448,2669,50,340,8,14,"no","no","no",339,17
"3449",3449,1899,50,340,8,15,"yes","no","yes",339,17
"3450",3450,2090,33,528,8,14,"yes","no","yes",339,17
"3451",3451,1879,33,340,8,15,"yes","no","yes",339,17
"3452",3452,2429,100,420,8,15,"yes","no","yes",339,17
"3453",3453,1695,50,340,8,14,"no","no","yes",339,17
"3454",3454,2995,100,528,16,14,"yes","no","yes",339,17
"3455",3455,2265,100,340,8,15,"no","no","yes",339,17
"3456",3456,1559,33,212,4,14,"no","no","yes",339,17
"3457",3457,1495,33,340,4,14,"yes","no","yes",339,17
"3458",3458,1589,25,212,4,14,"no","no","no",339,17
"3459",3459,2259,50,340,4,14,"no","no","no",339,17
"3460",3460,2215,100,425,8,15,"no","no","yes",339,17
"3461",3461,1795,100,210,4,14,"no","no","yes",339,17
"3462",3462,1849,33,212,4,14,"no","no","no",339,17
"3463",3463,2190,50,426,8,14,"yes","no","yes",339,17
"3464",3464,1794,33,340,4,14,"yes","yes","yes",339,17
"3465",3465,1690,33,214,4,14,"no","no","yes",339,17
"3466",3466,1844,50,214,4,14,"no","no","yes",339,17
"3467",3467,2090,75,214,4,15,"no","no","yes",339,17
"3468",3468,2344,100,214,4,14,"no","no","yes",339,17
"3469",3469,1260,33,210,4,15,"no","no","yes",339,17
"3470",3470,2144,100,107,2,14,"no","no","yes",339,17
"3471",3471,2199,100,340,8,14,"no","no","yes",339,17
"3472",3472,2029,33,420,8,14,"yes","yes","yes",339,17
"3473",3473,2509,50,340,4,15,"no","no","no",339,17
"3474",3474,1490,25,214,4,15,"no","no","yes",339,17
"3475",3475,2065,66,540,8,15,"no","no","yes",339,17
"3476",3476,1899,33,420,8,14,"yes","no","yes",339,17
"3477",3477,1495,33,340,4,14,"no","no","yes",339,17
"3478",3478,1890,25,426,8,14,"yes","no","yes",339,17
"3479",3479,2215,66,425,8,15,"yes","yes","yes",339,17
"3480",3480,2090,100,107,2,14,"no","no","yes",339,17
"3481",3481,2299,100,425,8,14,"no","no","yes",339,17
"3482",3482,2904,66,340,8,17,"yes","no","yes",339,17
"3483",3483,2425,66,340,8,17,"yes","yes","yes",339,17
"3484",3484,1999,66,340,8,15,"yes","no","yes",339,17
"3485",3485,2115,66,340,8,15,"yes","no","yes",339,17
"3486",3486,2744,66,528,16,14,"yes","no","yes",339,17
"3487",3487,1999,33,420,8,15,"yes","no","yes",339,17
"3488",3488,1795,33,425,8,15,"no","no","yes",339,17
"3489",3489,2290,66,426,8,14,"yes","no","yes",339,17
"3490",3490,1890,66,214,4,15,"no","no","yes",339,17
"3491",3491,2090,75,214,4,14,"no","no","yes",339,17
"3492",3492,1550,66,210,4,15,"no","no","yes",339,17
"3493",3493,1890,75,107,2,15,"no","no","yes",339,17
"3494",3494,2894,100,426,8,14,"yes","yes","yes",339,17
"3495",3495,1490,33,107,2,14,"no","no","yes",339,17
"3496",3496,2244,50,426,8,14,"yes","no","yes",339,17
"3497",3497,2544,33,528,16,14,"yes","no","yes",339,17
"3498",3498,2695,66,528,8,15,"yes","no","yes",339,17
"3499",3499,1915,66,425,8,15,"no","no","yes",339,17
"3500",3500,2890,75,528,16,14,"yes","no","yes",339,17
"3501",3501,2244,75,214,4,14,"no","no","yes",339,17
"3502",3502,1399,33,210,4,14,"yes","no","yes",339,17
"3503",3503,2399,66,212,4,15,"no","no","no",339,17
"3504",3504,2444,25,528,16,14,"yes","no","yes",339,17
"3505",3505,3799,66,527,8,17,"no","no","no",339,17
"3506",3506,1395,33,107,2,14,"no","no","yes",339,17
"3507",3507,2944,75,528,16,14,"yes","no","yes",339,17
"3508",3508,1495,50,214,4,14,"no","no","yes",339,17
"3509",3509,3144,100,528,16,14,"yes","no","yes",339,17
"3510",3510,1595,66,107,2,14,"no","no","yes",339,17
"3511",3511,2590,50,528,16,14,"yes","no","yes",339,17
"3512",3512,2644,75,426,8,14,"yes","no","yes",339,17
"3513",3513,1590,50,107,2,14,"no","no","yes",339,17
"3514",3514,1945,66,340,8,15,"no","no","yes",339,17
"3515",3515,1995,33,426,8,14,"yes","no","yes",339,17
"3516",3516,1529,33,210,4,14,"yes","yes","yes",339,17
"3517",3517,2425,100,425,8,15,"yes","yes","yes",339,17
"3518",3518,2349,100,420,8,15,"yes","no","yes",339,17
"3519",3519,2144,33,426,8,14,"yes","no","yes",339,17
"3520",3520,2925,100,530,8,17,"yes","no","yes",339,17
"3521",3521,2249,66,212,4,14,"no","no","no",339,17
"3522",3522,2095,100,425,8,15,"no","no","yes",339,17
"3523",3523,2094,25,426,8,14,"yes","yes","yes",339,17
"3524",3524,2344,50,426,8,14,"yes","no","yes",339,17
"3525",3525,1744,33,214,4,14,"no","no","yes",339,17
"3526",3526,2195,100,214,4,14,"no","no","yes",339,17
"3527",3527,1890,66,214,4,14,"no","no","yes",339,17
"3528",3528,2794,50,528,16,14,"yes","yes","yes",339,17
"3529",3529,2309,33,120,4,17,"no","no","no",339,17
"3530",3530,1825,33,340,8,15,"no","no","yes",339,17
"3531",3531,2845,100,540,8,17,"yes","no","yes",339,17
"3532",3532,3499,100,1000,16,15,"yes","no","yes",339,17
"3533",3533,1515,33,210,4,14,"yes","no","yes",339,17
"3534",3534,2558,100,425,8,14,"yes","yes","yes",339,17
"3535",3535,2690,100,528,8,14,"yes","no","yes",339,17
"3536",3536,2244,100,107,2,14,"no","no","yes",339,17
"3537",3537,2694,33,528,16,14,"yes","yes","yes",339,17
"3538",3538,3239,50,340,8,17,"no","no","no",339,17
"3539",3539,1849,33,340,4,14,"no","no","no",339,17
"3540",3540,2644,33,528,16,14,"yes","no","yes",339,17
"3541",3541,2195,66,426,8,14,"yes","no","yes",339,17
"3542",3542,2419,33,212,4,17,"no","no","no",339,17
"3543",3543,2569,50,340,8,14,"no","no","no",339,17
"3544",3544,3019,66,340,8,15,"no","no","no",339,17
"3545",3545,3149,66,527,16,17,"yes","no","yes",339,17
"3546",3546,2090,33,426,8,14,"yes","no","yes",339,17
"3547",3547,2545,100,530,8,15,"yes","yes","yes",339,17
"3548",3548,1345,33,210,4,14,"yes","no","yes",339,17
"3549",3549,2259,25,212,4,17,"no","no","no",339,17
"3550",3550,2590,50,528,16,15,"yes","no","yes",339,17
"3551",3551,2345,33,425,8,17,"yes","yes","yes",339,17
"3552",3552,3049,100,527,16,15,"yes","no","yes",339,17
"3553",3553,2744,50,528,16,14,"yes","no","yes",339,17
"3554",3554,2395,33,528,16,14,"yes","no","yes",339,17
"3555",3555,2379,100,420,8,14,"yes","yes","yes",339,17
"3556",3556,2645,66,540,8,17,"yes","no","yes",339,17
"3557",3557,1594,33,340,4,15,"yes","no","yes",339,17
"3558",3558,2445,66,425,8,17,"yes","yes","yes",339,17
"3559",3559,2099,33,420,8,14,"yes","no","yes",339,17
"3560",3560,3090,100,528,16,14,"yes","no","yes",339,17
"3561",3561,2575,100,530,8,15,"yes","no","yes",339,17
"3562",3562,1739,33,120,4,14,"no","no","no",339,17
"3563",3563,2044,25,426,8,14,"yes","no","yes",339,17
"3564",3564,2425,33,540,8,17,"yes","no","yes",339,17
"3565",3565,2290,100,214,4,14,"no","no","yes",339,17
"3566",3566,1839,25,212,4,15,"no","no","no",339,17
"3567",3567,1890,25,528,8,14,"yes","no","yes",339,17
"3568",3568,1290,25,107,2,15,"no","no","yes",339,17
"3569",3569,2290,25,528,16,14,"yes","no","yes",339,17
"3570",3570,2399,100,420,8,14,"yes","no","yes",339,17
"3571",3571,2595,66,528,16,14,"yes","no","yes",339,17
"3572",3572,2494,25,528,16,14,"yes","yes","yes",339,17
"3573",3573,2435,100,340,8,15,"yes","no","yes",339,17
"3574",3574,2844,100,426,8,14,"yes","no","yes",339,17
"3575",3575,2989,66,424,8,14,"no","no","no",339,17
"3576",3576,2545,100,425,8,15,"yes","yes","yes",339,17
"3577",3577,2343,66,426,8,14,"yes","yes","yes",339,17
"3578",3578,1249,25,100,4,14,"no","no","no",339,17
"3579",3579,1890,75,107,2,14,"no","no","yes",339,17
"3580",3580,2179,66,425,8,14,"no","no","yes",339,17
"3581",3581,1939,33,212,4,14,"no","no","no",339,17
"3582",3582,2390,50,420,8,15,"yes","yes","yes",339,17
"3583",3583,1595,33,214,4,14,"no","no","yes",339,17
"3584",3584,2929,50,340,4,17,"no","no","no",339,17
"3585",3585,1945,33,540,8,15,"no","no","yes",339,17
"3586",3586,2175,33,340,8,17,"no","no","yes",339,17
"3587",3587,3129,100,527,16,15,"yes","yes","yes",339,17
"3588",3588,1625,33,240,4,14,"no","no","no",339,17
"3589",3589,2355,66,340,8,15,"yes","no","yes",339,17
"3590",3590,1925,33,340,4,17,"no","no","yes",339,17
"3591",3591,3090,100,528,16,15,"yes","no","yes",339,17
"3592",3592,2299,66,340,16,15,"yes","no","yes",339,17
"3593",3593,3099,100,527,16,15,"yes","no","yes",339,17
"3594",3594,2490,33,528,16,15,"yes","no","yes",339,17
"3595",3595,2615,100,530,8,15,"yes","no","yes",339,17
"3596",3596,2189,33,212,4,15,"no","no","no",339,17
"3597",3597,2743,100,426,8,14,"yes","yes","yes",339,17
"3598",3598,1399,33,210,4,14,"no","no","yes",339,17
"3599",3599,2699,100,450,8,15,"yes","no","yes",339,17
"3600",3600,1599,50,340,4,14,"no","no","yes",339,17
"3601",3601,2149,66,212,4,14,"no","no","no",339,17
"3602",3602,2499,100,420,8,14,"yes","no","yes",339,17
"3603",3603,2495,50,528,16,14,"yes","no","yes",339,17
"3604",3604,2343,66,426,8,14,"yes","yes","yes",339,17
"3605",3605,2190,50,426,8,15,"yes","no","yes",339,17
"3606",3606,1844,33,214,4,14,"no","no","yes",339,17
"3607",3607,2690,100,426,8,15,"yes","no","yes",339,17
"3608",3608,1344,25,107,2,14,"no","no","yes",339,17
"3609",3609,1695,50,214,4,14,"no","no","yes",339,17
"3610",3610,1175,33,210,4,14,"no","no","yes",339,17
"3611",3611,1995,75,214,4,14,"no","no","yes",339,17
"3612",3612,1944,75,107,2,14,"no","no","yes",339,17
"3613",3613,2849,66,527,16,15,"yes","no","yes",339,17
"3614",3614,2544,75,426,8,14,"yes","no","yes",339,17
"3615",3615,3659,66,424,8,17,"no","no","no",339,17
"3616",3616,1749,33,212,4,14,"no","no","no",339,17
"3617",3617,3439,66,340,8,17,"no","no","no",339,17
"3618",3618,1944,50,214,4,14,"no","no","yes",339,17
"3619",3619,1990,50,420,4,14,"yes","yes","yes",339,17
"3620",3620,3349,100,527,16,17,"yes","no","yes",339,17
"3621",3621,2395,75,426,8,14,"yes","no","yes",339,17
"3622",3622,2495,100,540,8,15,"yes","no","yes",339,17
"3623",3623,2615,100,340,8,17,"no","no","yes",339,17
"3624",3624,3089,66,424,8,14,"no","no","no",339,17
"3625",3625,3294,100,528,16,14,"yes","yes","yes",339,17
"3626",3626,2127,33,540,8,14,"yes","yes","yes",339,17
"3627",3627,1444,25,107,2,14,"no","no","yes",339,17
"3628",3628,2244,33,426,8,14,"yes","no","yes",339,17
"3629",3629,2644,50,528,16,14,"yes","no","yes",339,17
"3630",3630,2315,66,530,8,15,"yes","no","yes",339,17
"3631",3631,2665,100,540,8,15,"yes","no","yes",339,17
"3632",3632,3239,66,424,8,15,"no","no","no",339,17
"3633",3633,2275,66,530,8,15,"yes","no","yes",339,17
"3634",3634,2490,75,426,8,14,"yes","no","yes",339,17
"3635",3635,2427,66,540,8,15,"yes","yes","yes",339,17
"3636",3636,2690,66,528,16,14,"yes","no","yes",339,17
"3637",3637,1509,25,120,4,15,"no","no","no",339,17
"3638",3638,2899,66,527,16,15,"yes","no","yes",339,17
"3639",3639,2195,66,426,8,14,"yes","no","yes",339,17
"3640",3640,2044,66,214,4,14,"no","no","yes",339,17
"3641",3641,1490,33,107,2,15,"no","no","yes",339,17
"3642",3642,2344,25,528,16,14,"yes","no","yes",339,17
"3643",3643,2894,66,528,16,14,"yes","yes","yes",339,17
"3644",3644,2819,50,340,8,15,"no","no","no",339,17
"3645",3645,1944,25,426,8,14,"yes","no","yes",339,17
"3646",3646,3094,75,528,16,14,"yes","yes","yes",339,17
"3647",3647,2095,66,425,8,15,"yes","yes","yes",339,17
"3648",3648,1965,100,210,4,14,"yes","no","yes",339,17
"3649",3649,3299,66,1000,16,15,"yes","no","yes",339,17
"3650",3650,2090,100,107,2,15,"no","no","yes",339,17
"3651",3651,2190,50,528,8,14,"yes","no","yes",339,17
"3652",3652,1345,33,210,4,14,"no","no","yes",339,17
"3653",3653,3304,66,420,16,17,"yes","no","yes",339,17
"3654",3654,1499,33,210,4,14,"yes","no","yes",339,17
"3655",3655,1725,33,340,4,17,"no","no","yes",339,17
"3656",3656,2290,66,426,8,15,"yes","no","yes",339,17
"3657",3657,2115,33,530,8,15,"yes","yes","yes",339,17
"3658",3658,1690,33,214,4,15,"no","no","yes",339,17
"3659",3659,1595,33,214,4,14,"no","no","yes",339,17
"3660",3660,1595,33,340,8,14,"no","no","yes",339,17
"3661",3661,1675,33,425,8,15,"no","no","yes",339,17
"3662",3662,1744,66,107,2,14,"no","no","yes",339,17
"3663",3663,3379,66,527,8,15,"no","no","no",339,17
"3664",3664,2744,100,426,8,14,"yes","no","yes",339,17
"3665",3665,1259,25,120,4,14,"no","no","no",339,17
"3666",3666,2449,100,420,8,14,"yes","no","yes",339,17
"3667",3667,2889,33,340,4,17,"no","no","no",339,17
"3668",3668,1744,50,107,2,14,"no","no","yes",339,17
"3669",3669,1635,66,210,4,14,"yes","no","yes",339,17
"3670",3670,1929,25,120,4,17,"no","no","no",339,17
"3671",3671,2627,100,540,8,15,"yes","yes","yes",339,17
"3672",3672,2744,50,420,8,17,"yes","no","yes",339,17
"3673",3673,1999,50,340,4,14,"yes","yes","yes",339,17
"3674",3674,1795,66,425,8,15,"no","no","yes",339,17
"3675",3675,2819,66,212,4,17,"no","no","no",339,17
"3676",3676,2890,75,528,16,15,"yes","no","yes",339,17
"3677",3677,1499,33,210,4,15,"yes","no","yes",339,17
"3678",3678,2295,66,540,8,15,"yes","no","yes",339,17
"3679",3679,2290,66,528,8,14,"yes","no","yes",339,17
"3680",3680,2690,66,528,16,15,"yes","no","yes",339,17
"3681",3681,1595,66,214,4,14,"no","no","yes",339,17
"3682",3682,1359,25,120,4,14,"no","no","no",339,17
"3683",3683,2490,75,426,8,15,"yes","no","yes",339,17
"3684",3684,2490,75,528,8,14,"yes","no","yes",339,17
"3685",3685,1995,33,426,8,14,"yes","no","yes",339,17
"3686",3686,2115,33,425,8,15,"yes","yes","yes",339,17
"3687",3687,2124,33,240,4,14,"yes","yes","no",339,17
"3688",3688,1795,50,420,4,14,"yes","no","yes",339,17
"3689",3689,3229,66,527,8,14,"no","no","no",339,17
"3690",3690,2775,100,425,8,17,"yes","yes","yes",339,17
"3691",3691,1395,25,340,8,14,"no","no","yes",339,17
"3692",3692,1899,66,340,8,15,"no","no","yes",339,17
"3693",3693,1490,25,214,4,14,"no","no","yes",339,17
"3694",3694,2775,66,420,16,15,"yes","no","yes",339,17
"3695",3695,2359,50,340,4,14,"no","no","no",339,17
"3696",3696,1544,25,214,4,14,"no","no","yes",339,17
"3697",3697,2795,75,528,16,14,"yes","no","yes",339,17
"3698",3698,1995,33,425,8,15,"yes","yes","yes",339,17
"3699",3699,2494,66,426,8,14,"yes","yes","yes",339,17
"3700",3700,2970,66,420,16,15,"yes","yes","yes",339,17
"3701",3701,2444,100,214,4,14,"no","no","yes",339,17
"3702",3702,2529,100,420,8,14,"yes","yes","yes",339,17
"3703",3703,2769,66,340,8,14,"no","no","no",339,17
"3704",3704,1544,33,107,2,14,"no","no","yes",339,17
"3705",3705,1995,100,107,2,14,"no","no","yes",339,17
"3706",3706,2595,100,426,8,14,"yes","no","yes",339,17
"3707",3707,3044,75,528,16,14,"yes","no","yes",339,17
"3708",3708,1395,33,214,4,14,"no","no","yes",339,17
"3709",3709,2444,66,426,8,14,"yes","no","yes",339,17
"3710",3710,2294,33,426,8,14,"yes","yes","yes",339,17
"3711",3711,1795,66,214,4,14,"no","no","yes",339,17
"3712",3712,1430,33,210,4,15,"no","no","yes",339,17
"3713",3713,1889,33,120,4,15,"no","no","no",339,17
"3714",3714,2290,100,214,4,15,"no","no","yes",339,17
"3715",3715,2215,66,530,8,15,"yes","yes","yes",339,17
"3716",3716,2799,66,527,16,15,"yes","no","yes",339,17
"3717",3717,2295,66,340,8,17,"no","no","yes",339,17
"3718",3718,2195,50,420,8,15,"yes","no","yes",339,17
"3719",3719,1594,33,340,4,14,"yes","yes","yes",339,17
"3720",3720,1290,25,107,2,14,"no","no","yes",339,17
"3721",3721,2319,33,340,4,14,"no","no","no",339,17
"3722",3722,2039,33,212,4,14,"no","no","no",339,17
"3723",3723,1395,25,214,4,14,"no","no","yes",339,17
"3724",3724,2929,66,527,16,15,"yes","yes","yes",339,17
"3725",3725,1690,66,107,2,14,"no","no","yes",339,17
"3726",3726,1590,50,107,2,15,"no","no","yes",339,17
"3727",3727,2844,66,528,16,14,"yes","no","yes",339,17
"3728",3728,2490,33,528,16,14,"yes","no","yes",339,17
"3729",3729,1195,25,214,4,14,"no","no","yes",339,17
"3730",3730,2869,66,340,8,14,"no","no","no",339,17
"3731",3731,2385,100,540,8,15,"no","no","yes",339,17
"3732",3732,1880,100,210,4,15,"no","no","yes",339,17
"3733",3733,2349,100,420,8,14,"yes","no","yes",339,17
"3734",3734,2550,66,340,8,15,"yes","yes","yes",339,17
"3735",3735,1495,33,340,4,14,"yes","yes","yes",339,17
"3736",3736,1790,50,214,4,15,"no","no","yes",339,17
"3737",3737,2090,33,426,8,15,"yes","no","yes",339,17
"3738",3738,1894,50,420,4,15,"yes","no","yes",339,17
"3739",3739,2143,33,426,8,14,"yes","yes","yes",339,17
"3740",3740,2219,33,340,4,14,"no","no","no",339,17
"3741",3741,2499,75,340,16,15,"yes","no","yes",339,17
"3742",3742,1925,33,340,4,17,"yes","yes","yes",339,17
"3743",3743,2290,25,528,16,15,"yes","no","yes",339,17
"3744",3744,2599,100,527,8,15,"yes","no","yes",273,18
"3745",3745,2190,100,214,4,14,"no","no","yes",273,18
"3746",3746,1359,25,120,4,14,"no","no","no",273,18
"3747",3747,1999,33,527,4,14,"yes","no","yes",273,18
"3748",3748,1740,33,214,4,14,"no","no","yes",273,18
"3749",3749,2493,33,528,16,14,"yes","yes","yes",273,18
"3750",3750,2127,33,540,8,14,"yes","yes","yes",273,18
"3751",3751,2599,100,420,8,15,"yes","no","yes",273,18
"3752",3752,3095,66,1080,16,15,"yes","no","yes",273,18
"3753",3753,2349,100,420,8,15,"yes","no","yes",273,18
"3754",3754,1379,33,340,4,14,"no","no","yes",273,18
"3755",3755,2775,66,540,16,15,"yes","yes","yes",273,18
"3756",3756,2718,75,428,16,17,"yes","no","yes",273,18
"3757",3757,2243,66,426,8,14,"yes","yes","yes",273,18
"3758",3758,2854,100,528,16,14,"yes","no","yes",273,18
"3759",3759,2093,33,426,8,14,"yes","yes","yes",273,18
"3760",3760,1625,33,240,4,14,"no","no","no",273,18
"3761",3761,2943,100,528,16,14,"yes","yes","yes",273,18
"3762",3762,2499,100,450,8,15,"yes","no","yes",273,18
"3763",3763,2343,33,528,16,14,"yes","yes","yes",273,18
"3764",3764,1694,33,214,4,14,"yes","yes","yes",273,18
"3765",3765,1618,33,340,4,17,"no","no","yes",273,18
"3766",3766,2345,33,528,16,14,"yes","no","yes",273,18
"3767",3767,1399,33,210,4,14,"yes","no","yes",273,18
"3768",3768,2758,33,170,4,17,"no","no","no",273,18
"3769",3769,2044,33,426,8,14,"yes","no","yes",273,18
"3770",3770,2045,33,540,8,15,"yes","no","yes",273,18
"3771",3771,1995,66,540,8,15,"no","no","yes",273,18
"3772",3772,2795,33,1000,24,14,"yes","no","yes",273,18
"3773",3773,1599,50,340,4,14,"no","no","yes",273,18
"3774",3774,2099,66,420,8,15,"yes","no","yes",273,18
"3775",3775,2199,100,340,8,14,"no","no","yes",273,18
"3776",3776,2695,66,540,16,15,"yes","no","yes",273,18
"3777",3777,2818,100,428,16,17,"yes","no","yes",273,18
"3778",3778,2395,100,426,8,14,"yes","no","yes",273,18
"3779",3779,2065,33,540,8,15,"yes","no","yes",273,18
"3780",3780,1740,33,214,4,15,"no","no","yes",273,18
"3781",3781,2029,33,420,4,14,"yes","yes","yes",273,18
"3782",3782,2093,33,426,8,14,"yes","yes","yes",273,18
"3783",3783,3243,66,1000,24,14,"yes","yes","yes",273,18
"3784",3784,3745,66,2100,16,15,"yes","no","yes",273,18
"3785",3785,2189,50,212,4,14,"no","no","no",273,18
"3786",3786,2399,75,428,16,15,"yes","no","yes",273,18
"3787",3787,2338,33,170,4,15,"no","no","no",273,18
"3788",3788,2799,66,527,16,15,"yes","no","yes",273,18
"3789",3789,1895,50,420,4,14,"yes","yes","yes",273,18
"3790",3790,1554,33,214,4,14,"no","no","yes",273,18
"3791",3791,3095,66,1000,24,14,"yes","no","yes",273,18
"3792",3792,2499,66,340,4,14,"no","no","no",273,18
"3793",3793,2040,33,426,8,14,"yes","no","yes",273,18
"3794",3794,1995,33,540,8,14,"yes","no","yes",273,18
"3795",3795,2999,100,528,16,17,"yes","no","yes",273,18
"3796",3796,3093,33,1000,24,14,"yes","yes","yes",273,18
"3797",3797,3543,100,1000,24,14,"yes","yes","yes",273,18
"3798",3798,2454,100,426,8,14,"yes","no","yes",273,18
"3799",3799,1854,33,426,8,14,"yes","no","yes",273,18
"3800",3800,1690,33,340,4,17,"no","no","yes",273,18
"3801",3801,1865,66,425,8,15,"no","no","yes",273,18
"3802",3802,1995,66,340,8,14,"yes","yes","yes",273,18
"3803",3803,2854,33,1000,24,14,"yes","no","yes",273,18
"3804",3804,1494,25,214,4,14,"yes","yes","yes",273,18
"3805",3805,2590,66,528,16,14,"yes","no","yes",273,18
"3806",3806,1899,33,420,4,14,"yes","no","yes",273,18
"3807",3807,2543,100,426,8,14,"yes","yes","yes",273,18
"3808",3808,1645,33,214,4,14,"no","no","yes",273,18
"3809",3809,1689,33,212,4,14,"no","no","no",273,18
"3810",3810,3415,66,1080,16,17,"yes","no","yes",273,18
"3811",3811,1699,50,340,8,15,"yes","no","yes",273,18
"3812",3812,1890,33,528,8,14,"yes","no","yes",273,18
"3813",3813,2749,100,420,8,17,"yes","no","yes",273,18
"3814",3814,2185,33,425,8,15,"yes","yes","yes",273,18
"3815",3815,2018,50,340,8,17,"yes","no","yes",273,18
"3816",3816,2938,50,340,4,15,"no","no","no",273,18
"3817",3817,1599,33,210,4,14,"yes","no","yes",273,18
"3818",3818,2254,33,528,16,14,"yes","no","yes",273,18
"3819",3819,1299,33,210,4,14,"no","no","yes",273,18
"3820",3820,2040,33,528,8,14,"yes","no","yes",273,18
"3821",3821,2465,66,540,8,17,"yes","no","yes",273,18
"3822",3822,2558,25,212,4,17,"no","no","no",273,18
"3823",3823,1529,33,210,4,14,"yes","yes","yes",273,18
"3824",3824,2145,66,540,8,15,"yes","no","yes",273,18
"3825",3825,1795,66,214,4,14,"no","no","yes",273,18
"3826",3826,2945,33,1000,24,14,"yes","no","yes",273,18
"3827",3827,2440,33,528,16,15,"yes","no","yes",273,18
"3828",3828,2385,33,1080,8,15,"no","no","yes",273,18
"3829",3829,3358,50,340,4,17,"no","no","no",273,18
"3830",3830,1999,33,420,4,14,"yes","no","yes",273,18
"3831",3831,1945,33,426,8,14,"yes","no","yes",273,18
"3832",3832,2555,66,540,8,15,"yes","yes","yes",273,18
"3833",3833,1595,33,340,8,14,"no","no","yes",273,18
"3834",3834,3004,33,1000,24,14,"yes","no","yes",273,18
"3835",3835,2390,33,540,8,17,"yes","no","yes",273,18
"3836",3836,2305,66,425,8,15,"yes","yes","yes",273,18
"3837",3837,2095,66,540,8,15,"no","no","yes",273,18
"3838",3838,2427,66,540,8,15,"yes","yes","yes",273,18
"3839",3839,2744,66,528,16,14,"yes","no","yes",273,18
"3840",3840,1594,33,340,4,14,"yes","yes","yes",273,18
